,rank,country,region,score,gdp_per_capita,healthy_life_expectancy,freedom_to_life_choice,generosity,corruption_perceptions,population,year,sqrt_of_population
20,21,United Arab Emirates,Middle East and Northern Africa,6.825,165.7026664,113.6415468,151.881318,142.4425722,163.185084,9770000,2019,3125.699922
21,22,Malta,Western Europe,6.726,143.3223329,137.6095821,143.2459254,203.8777274,135.3898225,440000,2019,663.3249581
22,23,Mexico,Latin America and Caribbean,6.595,117.9653048,118.6004506,109.9742654,40.23187153,65.45335788,128000000,2019,11313.7085
23,24,France,Western Europe,6.592,145.9682836,143.9459593,110.7362118,60.3478073,164.0817054,65100000,2019,8068.457102
25,26,Chile,Latin America and Caribbean,6.444,127.7773722,126.7275431,90.67162296,101.6670267,50.21079508,19000000,2019,4358.898944
26,27,Guatemala,Latin America and Caribbean,6.436,88.19835869,102.7595078,135.8804434,95.14293944,69.93646458,17600000,2019,4195.235393
27,28,Saudi Arabia,Middle East and Northern Africa,6.375,154.6778716,109.5091269,111.4981582,43.49391517,118.354017,34300000,2019,5856.620186
28,29,Qatar,Middle East and Northern Africa,6.374,185.657545,119.9779239,140.9600861,119.6082667,149.7357639,2830000,2019,1682.260384
29,30,Spain,Western Europe,6.354,141.7788616,146.2876639,91.94153365,83.18211277,70.83308592,46700000,2019,6833.739825
30,31,Panama,Latin America and Caribbean,6.321,126.6748927,125.3500698,131.0547828,59.26045942,48.4175524,4250000,2019,2061.552813
31,32,Brazil,Latin America and Caribbean,6.3,110.6889402,110.4733582,99.05303349,53.82372003,77.10943531,211000000,2019,14525.83905
32,33,Uruguay,Latin America and Caribbean,6.293,123.918694,122.7328705,132.8326577,69.04659034,134.4932011,3460000,2019,1860.107524
33,34,Singapore,Southeastern Asia,6.262,173.3097748,157.1697029,141.2140683,147.3356376,406.1694674,5800000,2019,2408.318916
34,35,El Salvador,Latin America and Caribbean,6.253,87.536871,108.6826429,109.212319,50.56167639,66.34997922,6450000,2019,2539.68502
35,36,Italy,Western Europe,6.223,142.6608452,143.1194753,58.66987368,85.90048247,26.89864022,60600000,2019,7784.600182
36,37,Bahrain,Middle East and Northern Africa,6.199,150.1577057,119.9779239,136.1344255,138.6368546,98.62834749,1640000,2019,1280.624847
37,38,Slovakia,Central and Eastern Europe,6.198,137.3689437,121.3553972,84.83003381,65.7845467,12.55269877,5460000,2019,2336.664289
38,39,Trinidad and Tobago,Latin America and Caribbean,6.192,135.7152244,98.21384589,124.1972651,100.5796788,14.34594145,1390000,2019,1178.982612
39,40,Poland,Central and Eastern Europe,6.182,132.9590257,121.7686392,122.6733722,63.60985094,44.83106704,37900000,2019,6156.297589
40,41,Uzbekistan,Central and Eastern Europe,6.174,82.13472153,104.1369811,160.2627285,175.0630086,215.1891218,33000000,2019,5744.562647
41,42,Lithuania,Central and Eastern Europe,6.149,136.4869601,112.6773155,73.90880191,23.37797941,37.65809631,2760000,2019,1661.324773
42,43,Colombia,Latin America and Caribbean,6.125,108.5942291,115.8455041,119.3716045,53.82372003,30.48512559,50300000,2019,7092.249291
43,44,Slovenia,Central and Eastern Europe,6.118,138.691919,131.273205,143.2459254,78.28904731,51.10741642,2080000,2019,1442.22051
44,45,Nicaragua,Latin America and Caribbean,6.105,76.51207617,115.0190201,110.4822297,108.7347879,113.8709103,6550000,2019,2559.296778
46,47,Argentina,Latin America and Caribbean,6.086,120.3907596,121.3553972,119.6255866,35.88248002,44.83106704,44800000,2019,6693.280212
47,48,Romania,Central and Eastern Europe,6.07,128.108116,113.6415468,117.3397474,45.12493699,4.483106704,19400000,2019,4404.543109
48,49,Cyprus,Western Europe,6.046,139.2431588,143.5327173,103.1167477,103.2980485,36.76147497,1200000,2019,1095.445115
49,50,Ecuador,Latin America and Caribbean,6.028,100.5461289,119.5646819,126.4831043,68.5029164,78.00605665,17400000,2019,4171.330723
50,51,Kuwait,Middle East and Northern Africa,6.021,165.3719225,111.2998422,125.2131936,77.20169943,86.97227006,4210000,2019,2051.828453
51,52,Thailand,Southeastern Asia,6.008,115.7603458,114.0547888,141.4680504,195.1789443,25.10539754,69600000,2019,8342.661446
52,53,Latvia,Central and Eastern Europe,5.94,130.8643147,111.8508315,67.05128421,40.77554547,57.38376581,1910000,2019,1382.027496
53,54,South Korea,Eastern Asia,5.895,143.4325808,142.7062333,40.38315981,95.14293944,50.21079508,51200000,2019,7155.417528
54,55,Estonia,Central and Eastern Europe,5.893,136.3767121,120.3911659,125.7211579,55.99841578,144.3560359,1330000,2019,1153.256259
55,56,Jamaica,Latin America and Caribbean,5.89,91.61604509,114.4680308,124.4512472,58.17311154,25.10539754,2950000,2019,1717.556404
56,57,Mauritius,Sub-Saharan Africa,5.888,123.4777022,109.9223689,126.4831043,116.889897,53.79728045,1270000,2019,1126.942767
57,58,Japan,Eastern Asia,5.886,146.2990275,149.8690944,113.022051,37.51350184,125.5269877,127000000,2019,11269.42767
58,59,Honduras,Latin America and Caribbean,5.86,70.77918285,114.0547888,128.7689435,133.7437892,69.93646458,9750000,2019,3122.498999
59,60,Kazakhstan,Central and Eastern Europe,5.809,129.3208434,100.4178032,104.1326762,79.37639519,86.07564871,18600000,2019,4312.771731
60,61,Bolivia,Latin America and Caribbean,5.779,85.55240793,97.24961458,129.7848721,74.48332973,57.38376581,11500000,2019,3391.164992
61,62,Hungary,Central and Eastern Europe,5.758,132.407786,114.0547888,50.54244529,44.03758911,17.93242682,9680000,2019,3111.269837
62,63,Paraguay,Latin America and Caribbean,5.743,94.26199585,107.029675,130.5468185,100.0360049,71.72970726,7040000,2019,2653.299832
63,64,Cyprus,Western Europe,5.718,139.2431588,143.5327173,105.9105512,103.8417225,145.2526572,1200000,2019,1095.445115
64,65,Peru,Latin America and Caribbean,5.697,105.8380304,117.6362193,115.5618724,45.12493699,24.2087762,32500000,2019,5700.877125
65,66,Portugal,Western Europe,5.693,134.612745,137.6095821,129.0229257,25.55267516,22.41553352,10200000,2019,3193.743885
66,67,Pakistan,Southern Asia,5.653,74.63786104,73.69482125,79.49640893,119.6082667,87.8688914,217000000,2019,14730.91986
67,68,Russia,Central and Eastern Europe,5.648,130.4233229,100.0045612,84.83003381,44.58126305,27.79526156,146000000,2019,12083.04597
68,69,Philippines,Southeastern Asia,5.631,88.97009433,90.49999544,141.7220325,63.60985094,95.93848346,108000000,2019,10392.30485
69,70,Serbia,Central and Eastern Europe,5.603,110.6889402,117.6362193,71.62296268,74.48332973,34.96823229,8770000,2019,2961.418579
70,71,Moldova,Central and Eastern Europe,5.529,75.51984463,101.7952765,62.2256236,98.40498308,34.96823229,4040000,2019,2009.975124
71,72,Libya,Middle East and Northern Africa,5.525,115.0988581,92.70395271,105.6565691,72.30863397,136.2864438,6780000,2019,2603.843313
72,73,Montenegro,Central and Eastern Europe,5.523,115.8705937,119.9779239,50.03448102,77.20169943,71.72970726,628000,2019,792.4645102
73,74,Tajikistan,Central and Eastern Europe,5.467,54.35223854,98.90258253,98.79905135,125.0450061,129.1134731,9320000,2019,3052.867504
74,75,Croatia,Central and Eastern Europe,5.432,127.3363804,125.9010591,75.1787126,64.69719882,19.7256695,4130000,2019,2032.240143
76,77,Dominican Republic,Latin America and Caribbean,5.425,111.9016676,107.3051696,126.2291222,61.43515518,90.55875542,10700000,2019,3271.085447
77,78,Bosnia and Herzegovina,Central and Eastern Europe,5.386,104.1843112,116.3964934,53.84421308,142.9862461,5.379728045,3300000,2019,1816.590212
78,79,Turkey,Middle East and Northern Africa,5.373,130.4233229,111.2998422,49.52651674,45.12493699,95.04186212,83400000,2019,9132.360045
79,80,Malaysia,Southeastern Asia,5.339,134.612745,114.0547888,129.0229257,141.3552243,21.51891218,31900000,2019,5648.008499
80,81,Belarus,Central and Eastern Europe,5.323,117.6345609,108.6826429,59.68580223,51.10535033,127.3202304,9450000,2019,3074.08523
81,82,Greece,Western Europe,5.287,130.202827,137.6095821,17.01680319,51.10535033,30.48512559,10500000,2019,3240.370349
82,83,Mongolia,Eastern Asia,5.285,104.5150551,91.87746873,80.51233748,127.7633758,34.07161095,3230000,2019,1797.220076
83,84,Macedonia,Central and Eastern Europe,5.274,108.3737332,115.4322621,87.62383732,100.5796788,30.48512559,2080000,2019,1442.22051
84,85,Nigeria,Sub-Saharan Africa,5.265,76.73257206,33.74809571,108.1963904,116.889897,36.76147497,201000000,2019,14177.44688
86,87,Turkmenistan,Central and Eastern Europe,5.247,115.9808417,90.49999544,100.068962,132.6564413,25.10539754,5940000,2019,2437.211521
87,88,Algeria,Middle East and Northern Africa,5.211,110.4684443,108.1316536,21.84246379,39.68819759,102.2148328,43100000,2019,6565.059025
88,89,Morocco,Middle East and Northern Africa,5.208,88.30860664,107.7184116,106.1645333,19.57226183,68.1432219,36500000,2019,6041.522987
89,90,Azerbaijan,Central and Eastern Europe,5.208,114.9886101,105.9276963,89.14773014,19.02858789,163.185084,10000000,2019,3162.27766
90,91,Lebanon,Middle East and Northern Africa,5.197,108.814725,112.2640735,54.86014162,90.24987398,24.2087762,6860000,2019,2619.160171
91,92,Indonesia,Southeastern Asia,5.192,102.6408399,90.91323743,124.7052293,270.7496219,25.10539754,271000000,2019,16462.07763
92,93,China,Eastern Asia,5.191,113.4451389,123.0083652,132.3246935,31.5330885,89.66213408,1430000000,2019,37815.3408
93,94,Vietnam,Southeastern Asia,5.175,81.69372974,117.2229773,137.9123005,79.92006913,65.45335788,96500000,2019,9823.441352
94,95,Bhutan,Southern Asia,5.082,89.63158202,83.19938698,116.0698367,201.1593577,149.7357639,763000,2019,873.4987121
95,96,Cameroon,Sub-Saharan Africa,5.044,60.52612365,45.59436604,96.76719425,101.6670267,33.17498961,25900000,2019,5089.20426
96,97,Bulgaria,Central and Eastern Europe,5.011,120.3907596,112.2640735,78.98844465,44.03758911,3.586485363,7000000,2019,2645.751311
97,98,Ghana,Sub-Saharan Africa,4.996,67.36149645,66.94520211,96.76719425,133.2001152,35.86485363,30400000,2019,5513.619501
98,99,Ivory Coast,Sub-Saharan Africa,4.944,62.73108262,31.95738043,89.40171228,83.72578671,80.69592067,25700000,2019,5069.516742
99,100,Nepal,Southern Asia,4.913,49.17058497,93.25494203,111.4981582,154.9470728,79.79929933,28600000,2019,5347.896783
100,101,Jordan,Middle East and Northern Africa,4.906,92.27753278,112.2640735,97.27515853,59.80413336,116.5607743,10100000,2019,3178.049716
101,102,Benin,Sub-Saharan Africa,4.883,43.32744371,54.68568979,88.63976587,95.14293944,73.52294994,11800000,2019,3435.112807
102,103,Congo (Brazzaville),Sub-Saharan Africa,4.812,74.19686925,69.97564335,94.48135502,57.08576366,83.38578469,5380000,2019,2319.482701
103,104,Gabon,Sub-Saharan Africa,4.799,116.5320814,78.65372511,74.92473046,23.37797941,49.31417374,2170000,2019,1473.091986
104,105,Laos,Southeastern Asia,4.796,84.22943255,75.89877852,138.928229,144.6172679,147.0458999,7170000,2019,2677.685568
105,106,South Africa,Sub-Saharan Africa,4.722,105.8380304,64.60349751,98.79905135,70.67761216,49.31417374,58600000,2019,7655.063684
106,107,Albania,Central and Eastern Europe,4.719,104.4048071,120.3911659,97.27515853,96.77396126,24.2087762,2880000,2019,1697.056275
107,108,Venezuela,Latin America and Caribbean,4.707,105.8380304,110.8866002,39.11324912,34.79513214,42.14120302,28500000,2019,5338.539126
108,109,Cambodia,Southeastern Asia,4.7,63.28232236,87.74504885,154.6751215,126.132354,55.59052313,16500000,2019,4062.019202
109,110,Palestinian Territories,Middle East and Northern Africa,4.696,72.43290208,92.56620538,57.14598086,55.99841578,59.17700849,4980000,2019,2231.59136
110,111,Senegal,Sub-Saharan Africa,4.681,49.61157676,78.65372511,74.16278405,83.18211277,64.55673654,16300000,2019,4037.325848
111,112,Somalia,Sub-Saharan Africa,4.668,49.61157676,36.91628429,141.9760147,132.1127673,242.087762,15400000,2019,3924.283374
112,113,Namibia,Sub-Saharan Africa,4.639,96.90794661,65.70547614,101.846837,38.05717578,50.21079508,2490000,2019,1577.973384
113,114,Niger,Sub-Saharan Africa,4.628,15.21421687,50.41552257,80.76631961,102.2107007,91.45537676,23300000,2019,4827.007354
114,115,Burkina Faso,Sub-Saharan Africa,4.587,36.49207091,52.34398519,64.76544497,96.23028732,101.3182115,20300000,2019,4505.55213
115,116,Armenia,Central and Eastern Europe,4.559,93.71075611,112.2640735,71.87694481,51.64902427,57.38376581,2960000,2019,1720.465053
116,117,Iran,Middle East and Northern Africa,4.548,121.2727432,108.1316536,77.46455183,146.7919637,112.0776676,82900000,2019,9104.943712
117,118,Guinea,Sub-Saharan Africa,4.534,41.89422038,51.65524854,84.32206953,112.5405055,77.10943531,12800000,2019,3577.708764
118,119,Georgia,Central and Eastern Europe,4.519,97.67968225,103.5859917,87.87781945,23.37797941,147.0458999,4000000,2019,2000
119,120,Gambia,Sub-Saharan Africa,4.516,33.9563681,58.955857,97.02117639,146.2482898,149.7357639,2350000,2019,1532.970972
120,121,Kenya,Sub-Saharan Africa,4.509,56.44694956,80.0311984,109.4663011,202.2467056,47.52093106,52600000,2019,7252.585746
121,122,Mauritania,Sub-Saharan Africa,4.49,62.84133057,67.35844409,16.76282105,57.6294376,78.90267799,4530000,2019,2128.379665
122,123,Mozambique,Sub-Saharan Africa,4.466,22.49058147,53.72145848,125.4671758,107.1037661,123.733745,30400000,2019,5513.619501
123,124,Tunisia,Middle East and Northern Africa,4.461,101.5383604,112.2640735,42.4150169,32.07676244,49.31417374,11700000,2019,3420.526275
124,125,Bangladesh,Southern Asia,4.456,61.95934698,99.59131918,133.8485863,90.24987398,128.2168517,163000000,2019,12767.14533
125,126,Iraq,Middle East and Northern Africa,4.437,114.9886101,79.0669671,61.20969505,80.46374307,79.79929933,39300000,2019,6268.971207
126,127,Congo (Kinshasa),Sub-Saharan Africa,4.418,10.36330715,49.17579661,68.32119489,115.2588752,47.52093106,86800000,2019,9316.651759
127,128,Mali,Sub-Saharan Africa,4.39,42.44546012,42.42617747,83.05215885,83.18211277,46.62430972,19700000,2019,4438.468204
128,129,Sierra Leone,Sub-Saharan Africa,4.374,29.54645016,33.33485372,78.48048038,137.0058328,40.34796033,7810000,2019,2794.637722
129,130,Sri Lanka,Southern Asia,4.366,104.625303,114.4680308,119.3716045,132.6564413,42.14120302,21300000,2019,4615.192304
130,131,Myanmar,Southeastern Asia,4.36,78.27604334,76.44976784,133.340622,307.7194498,154.2188706,54000000,2019,7348.469228
131,132,Chad,Sub-Saharan Africa,4.35,38.58678193,26.44748725,44.19289186,107.6474401,69.93646458,15900000,2019,3987.480407
132,133,Ukraine,Central and Eastern Europe,4.332,90.40331766,101.7952765,45.20882041,101.6670267,8.966213408,44000000,2019,6633.249581
133,134,Ethiopia,Sub-Saharan Africa,4.286,37.04331065,73.28157926,87.36985518,113.6278534,89.66213408,112000000,2019,10583.00524
134,135,Swaziland,Sub-Saharan Africa,4.212,89.41108612,73.28157926,79.49640893,40.23187153,121.043881,1150000,2019,1072.380529
135,136,Uganda,Sub-Saharan Africa,4.189,36.60231886,61.02206694,90.41764083,137.0058328,53.79728045,44300000,2019,6655.824517
136,137,Egypt,Middle East and Northern Africa,4.166,100.6563769,88.70928016,61.20969505,41.31921941,60.07362983,100000000,2019,10000
137,138,Zambia,Sub-Saharan Africa,4.107,63.72331416,58.68036234,109.4663011,134.2874631,78.00605665,17900000,2019,4230.83916
138,139,Togo,Sub-Saharan Africa,4.085,30.3181858,56.47640507,74.41676619,96.23028732,76.21281397,8080000,2019,2842.534081
139,140,India,Southern Asia,4.015,83.23720102,80.99542971,126.4831043,108.7347879,76.21281397,1370000000,2019,37013.51105
140,141,Liberia,Sub-Saharan Africa,3.975,8.048100231,61.02206694,93.97339075,126.6760279,29.58850425,4940000,2019,2222.611077
141,142,Comoros,Sub-Saharan Africa,3.973,30.20793785,69.56240136,36.06546348,149.5103334,69.93646458,851000,2019,922.4966125
142,143,Madagascar,Sub-Saharan Africa,3.933,30.20793785,76.44976784,37.5893563,91.8808958,36.76147497,27000000,2019,5196.152423
143,144,Lesotho,Sub-Saharan Africa,3.802,53.91124675,23.14155135,91.17958724,58.17311154,83.38578469,2130000,2019,1459.451952
144,145,Burundi,Sub-Saharan Africa,3.775,5.071405625,52.34398519,55.87607017,95.68661338,161.3918413,11500000,2019,3391.164992
145,146,Zimbabwe,Sub-Saharan Africa,3.663,40.3507491,59.64459365,91.68755151,82.09476489,79.79929933,14600000,2019,3820.994635
146,147,Haiti,Latin America and Caribbean,3.597,35.61008732,61.84855092,6.603535566,227.7993807,98.62834749,11300000,2019,3361.547263
147,148,Botswana,Sub-Saharan Africa,3.488,114.7681142,74.10806324,115.5618724,13.59184849,89.66213408,2300000,2019,1516.575089
148,149,Syria,Middle East and Northern Africa,3.462,68.24348004,60.60882495,3.301767783,179.956074,126.423609,17100000,2019,4135.214626
149,150,Malawi,Sub-Saharan Africa,3.41,21.05735814,68.18492807,112.5140868,118.5209188,79.79929933,18600000,2019,4312.771731
150,151,Yemen,Middle East and Northern Africa,3.38,31.64116118,63.77701353,36.31944561,58.71678548,69.03984324,29200000,2019,5403.702434
151,152,Rwanda,Sub-Saharan Africa,3.334,39.57901346,84.57686027,140.9600861,117.9772449,368.5113711,12600000,2019,3549.64787
152,153,Tanzania,Sub-Saharan Africa,3.231,52.47802342,68.73591739,105.9105512,150.0540073,131.8033371,58000000,2019,7615.773106
153,154,Afghanistan,Southern Asia,3.203,38.58678193,49.72678593,105.9105512,85.90048247,22.41553352,38000000,2019,6164.414003
154,155,Central African Republic,Sub-Saharan Africa,3.083,2.866446658,14.46346959,57.14598086,127.7633758,31.38174693,4750000,2019,2179.449472
155,156,South Sudan,Sub-Saharan Africa,2.853,33.7358722,40.63546218,2.539821372,109.8221358,81.59254201,11100000,2019,3331.66625
